"Registry name","Map color (hex)","Map color (int)"
"quark:lime_shingles_stairs","#677535","6780213"
"quark:lime_shingles_vertical_slab","#677535","6780213"
"quark:lime_stool","#7FCC19","8375321"
"quark:limestone","#707070","7368816"
"quark:limestone_bricks","#707070","7368816"
"quark:limestone_bricks_slab","#707070","7368816"
"quark:limestone_bricks_stairs","#707070","7368816"
"quark:limestone_bricks_vertical_slab","#707070","7368816"
"quark:limestone_bricks_wall","#707070","7368816"
"quark:limestone_pillar","#707070","7368816"
"quark:limestone_slab","#707070","7368816"
"quark:limestone_stairs","#707070","7368816"
"quark:limestone_vertical_slab","#707070","7368816"
"quark:limestone_wall","#707070","7368816"
"quark:lootr_acacia_chest","#8F7748","9402184"
"quark:lootr_acacia_trapped_chest","#8F7748","9402184"
"quark:lootr_ancient_chest","#8F7748","9402184"
"quark:lootr_ancient_trapped_chest","#8F7748","9402184"
"quark:lootr_azalea_chest","#8F7748","9402184"
"quark:lootr_azalea_trapped_chest","#8F7748","9402184"
"quark:lootr_bamboo_chest","#8F7748","9402184"
"quark:lootr_bamboo_trapped_chest","#8F7748","9402184"
"quark:lootr_birch_chest","#8F7748","9402184"
"quark:lootr_birch_trapped_chest","#8F7748","9402184"
"quark:lootr_blossom_chest","#8F7748","9402184"
"quark:lootr_blossom_trapped_chest","#8F7748","9402184"
"quark:lootr_crimson_chest","#8F7748","9402184"
"quark:lootr_crimson_trapped_chest","#8F7748","9402184"
"quark:lootr_dark_oak_chest","#8F7748","9402184"
"quark:lootr_dark_oak_trapped_chest","#8F7748","9402184"
"quark:lootr_jungle_chest","#8F7748","9402184"
"quark:lootr_jungle_trapped_chest","#8F7748","9402184"
"quark:lootr_mangrove_chest","#8F7748","9402184"
"quark:lootr_mangrove_trapped_chest","#8F7748","9402184"
"quark:lootr_nether_brick_chest","#700200","7340544"
"quark:lootr_nether_brick_trapped_chest","#700200","7340544"
"quark:lootr_oak_chest","#8F7748","9402184"
"quark:lootr_oak_trapped_chest","#8F7748","9402184"
"quark:lootr_prismarine_chest","#4C7F99","5013401"
"quark:lootr_prismarine_trapped_chest","#4C7F99","5013401"
"quark:lootr_purpur_chest","#B24CD8","11685080"
"quark:lootr_purpur_trapped_chest","#B24CD8","11685080"
"quark:lootr_spruce_chest","#8F7748","9402184"
"quark:lootr_spruce_trapped_chest","#8F7748","9402184"
"quark:lootr_warped_chest","#8F7748","9402184"
"quark:lootr_warped_trapped_chest","#8F7748","9402184"
"quark:magenta_framed_glass","#000000","0"
"quark:magenta_framed_glass_pane","#000000","0"
"quark:magenta_shingles","#95576C","9787244"
"quark:magenta_shingles_slab","#95576C","9787244"
"quark:magenta_shingles_stairs","#95576C","9787244"
"quark:magenta_shingles_vertical_slab","#95576C","9787244"
"quark:magenta_stool","#B24CD8","11685080"
"quark:magnet","#A7A7A7","10987431"
"quark:magnetized_block","#707070","7368816"
"quark:mangrove_bookshelf","#8F7748","9402184"
"quark:mangrove_chest","#8F7748","9402184"
"quark:mangrove_hedge","#993333","10040115"
"quark:mangrove_ladder","#000000","0"
"quark:mangrove_leaf_carpet","#007C00","31744"
"quark:mangrove_post","#993333","10040115"
"quark:mangrove_trapped_chest","#8F7748","9402184"
"quark:mangrove_vertical_slab","#993333","10040115"
"quark:matrix_enchanter","#993333","10040115"
"quark:midori_block","#7FCC19","8375321"
"quark:midori_block_slab","#7FCC19","8375321"
"quark:midori_block_stairs","#7FCC19","8375321"
"quark:midori_block_vertical_slab","#7FCC19","8375321"
"quark:midori_pillar","#7FCC19","8375321"
"quark:monster_box","#A7A7A7","10987431"
"quark:mossy_cobblestone_bricks","#707070","7368816"
"quark:mossy_cobblestone_bricks_slab","#707070","7368816"
"quark:mossy_cobblestone_bricks_stairs","#707070","7368816"
"quark:mossy_cobblestone_bricks_vertical_slab","#707070","7368816"
"quark:mossy_cobblestone_bricks_wall","#707070","7368816"
"quark:mossy_cobblestone_vertical_slab","#707070","7368816"
"quark:mossy_stone_brick_vertical_slab","#707070","7368816"
"quark:mud_brick_lattice","#876B62","8874850"
"quark:mud_brick_vertical_slab","#664C33","6704179"
"quark:mud_pillar","#876B62","8874850"
"quark:myalite","#7F3FB2","8339378"
"quark:myalite_bricks","#7F3FB2","8339378"
"quark:myalite_bricks_slab","#7F3FB2","8339378"
"quark:myalite_bricks_stairs","#7F3FB2","8339378"
"quark:myalite_bricks_vertical_slab","#7F3FB2","8339378"
"quark:myalite_bricks_wall","#7F3FB2","8339378"
"quark:myalite_crystal","#7F3FB2","8339378"
"quark:myalite_pillar","#7F3FB2","8339378"
"quark:myalite_slab","#7F3FB2","8339378"
"quark:myalite_stairs","#7F3FB2","8339378"
"quark:myalite_vertical_slab","#7F3FB2","8339378"
"quark:myalite_wall","#7F3FB2","8339378"
"quark:nether_brick_chest","#700200","7340544"
"quark:nether_brick_fence_gate","#700200","7340544"
"quark:nether_brick_trapped_chest","#700200","7340544"
"quark:nether_brick_vertical_slab","#700200","7340544"
"quark:nether_wart_sack","#993333","10040115"
"quark:netherrack_bricks","#700200","7340544"
"quark:netherrack_bricks_slab","#700200","7340544"
"quark:netherrack_bricks_stairs","#700200","7340544"
"quark:netherrack_bricks_vertical_slab","#700200","7340544"
"quark:netherrack_bricks_wall","#700200","7340544"
"quark:oak_chest","#8F7748","9402184"
"quark:oak_hedge","#8F7748","9402184"
"quark:oak_leaf_carpet","#007C00","31744"
"quark:oak_post","#8F7748","9402184"
"quark:oak_trapped_chest","#8F7748","9402184"
"quark:oak_vertical_slab","#8F7748","9402184"
"quark:obsidian_pressure_plate","#191919","1644825"
"quark:orange_blossom_hedge","#993333","10040115"
"quark:orange_blossom_leaf_carpet","#9F5224","10441252"
"quark:orange_blossom_leaves","#9F5224","10441252"
"quark:orange_blossom_sapling","#007C00","31744"
"quark:orange_corundum","#D87F33","14188339"
"quark:orange_corundum_cluster","#D87F33","14188339"
"quark:orange_corundum_pane","#D87F33","14188339"
"quark:orange_crystal_lamp","#D87F33","14188339"
"quark:orange_framed_glass","#000000","0"
"quark:orange_framed_glass_pane","#000000","0"
"quark:orange_shingles","#9F5224","10441252"
"quark:orange_shingles_slab","#9F5224","10441252"
"quark:orange_shingles_stairs","#9F5224","10441252"
"quark:orange_shingles_vertical_slab","#9F5224","10441252"
"quark:orange_stool","#D87F33","14188339"
"quark:oxidized_cut_copper_vertical_slab","#167E86","1474182"
"quark:paper_lantern","#FFFFFF","16777215"
"quark:paper_lantern_sakura","#FFFFFF","16777215"
"quark:paper_wall","#FFFFFF","16777215"
"quark:paper_wall_big","#FFFFFF","16777215"
"quark:paper_wall_sakura","#FFFFFF","16777215"
"quark:permafrost","#6699D8","6724056"
"quark:permafrost_bricks","#6699D8","6724056"
"quark:permafrost_bricks_slab","#6699D8","6724056"
"quark:permafrost_bricks_stairs","#6699D8","6724056"
"quark:permafrost_bricks_vertical_slab","#6699D8","6724056"
"quark:permafrost_bricks_wall","#6699D8","6724056"
"quark:permafrost_slab","#6699D8","6724056"
"quark:permafrost_stairs","#6699D8","6724056"
"quark:permafrost_vertical_slab","#6699D8","6724056"
"quark:permafrost_wall","#6699D8","6724056"
"quark:pink_blossom_hedge","#993333","10040115"
"quark:pink_blossom_leaf_carpet","#F27FA5","15892389"
"quark:pink_blossom_leaves","#F27FA5","15892389"
"quark:pink_blossom_sapling","#007C00","31744"
"quark:pink_framed_glass","#000000","0"
"quark:pink_framed_glass_pane","#000000","0"
"quark:pink_shingles","#A04D4E","10505550"
"quark:pink_shingles_slab","#A04D4E","10505550"
"quark:pink_shingles_stairs","#A04D4E","10505550"
"quark:pink_shingles_vertical_slab","#A04D4E","10505550"
"quark:pink_stool","#F27FA5","15892389"
"quark:pipe","#000000","0"
"quark:polished_andesite_vertical_slab","#707070","7368816"
"quark:polished_blackstone_brick_vertical_slab","#191919","1644825"
"quark:polished_blackstone_vertical_slab","#191919","1644825"
"quark:polished_calcite","#D1B1A1","13742497"
"quark:polished_calcite_slab","#D1B1A1","13742497"
"quark:polished_calcite_stairs","#D1B1A1","13742497"
"quark:polished_calcite_vertical_slab","#D1B1A1","13742497"
"quark:polished_deepslate_vertical_slab","#646464","6579300"
"quark:polished_diorite_vertical_slab","#FFFCF5","16776437"
"quark:polished_dripstone","#4C3223","4993571"
"quark:polished_dripstone_slab","#4C3223","4993571"
"quark:polished_dripstone_stairs","#4C3223","4993571"
"quark:polished_dripstone_vertical_slab","#4C3223","4993571"
"quark:polished_granite_vertical_slab","#976D4D","9923917"
"quark:polished_jasper","#8E3C2E","9321518"
"quark:polished_jasper_slab","#8E3C2E","9321518"
"quark:polished_jasper_stairs","#8E3C2E","9321518"
"quark:polished_jasper_vertical_slab","#8E3C2E","9321518"
"quark:polished_limestone","#707070","7368816"
"quark:polished_limestone_slab","#707070","7368816"
"quark:polished_limestone_stairs","#707070","7368816"
"quark:polished_limestone_vertical_slab","#707070","7368816"
"quark:polished_myalite","#7F3FB2","8339378"
"quark:polished_myalite_slab","#7F3FB2","8339378"
"quark:polished_myalite_stairs","#7F3FB2","8339378"
"quark:polished_myalite_vertical_slab","#7F3FB2","8339378"
"quark:polished_shale","#A0A0FF","10526975"
"quark:polished_shale_slab","#A0A0FF","10526975"
"quark:polished_shale_stairs","#A0A0FF","10526975"
"quark:polished_shale_vertical_slab","#A0A0FF","10526975"
"quark:polished_tuff","#392923","3746083"
"quark:polished_tuff_slab","#392923","3746083"
"quark:polished_tuff_stairs","#392923","3746083"
"quark:polished_tuff_vertical_slab","#392923","3746083"
"quark:potato_crate","#D87F33","14188339"
"quark:potted_ancient_sapling","#000000","0"
"quark:potted_beetroot","#000000","0"
"quark:potted_berries","#000000","0"
"quark:potted_blue_blossom_sapling","#000000","0"
"quark:potted_carrot","#000000","0"
"quark:potted_cave_vines","#000000","0"
"quark:potted_chorus","#000000","0"
"quark:potted_chorus_twist","#000000","0"
"quark:potted_chorus_weeds","#000000","0"
"quark:potted_cocoa_bean","#000000","0"
"quark:potted_glow_lichen_growth","#000000","0"
"quark:potted_glow_shroom","#000000","0"
"quark:potted_grass","#000000","0"
"quark:potted_large_fern","#000000","0"
"quark:potted_lavender_blossom_sapling","#000000","0"
"quark:potted_lilac","#000000","0"
"quark:potted_melon","#000000","0"
"quark:potted_nether_sprouts","#000000","0"
"quark:potted_nether_wart","#000000","0"
"quark:potted_orange_blossom_sapling","#000000","0"
"quark:potted_peony","#000000","0"
"quark:potted_pink_blossom_sapling","#000000","0"
"quark:potted_potato","#000000","0"
"quark:potted_pumpkin","#000000","0"
"quark:potted_red_blossom_sapling","#000000","0"
"quark:potted_rose","#000000","0"
"quark:potted_sea_pickle","#000000","0"
"quark:potted_sugar_cane","#000000","0"
"quark:potted_sunflower","#000000","0"
"quark:potted_tall_grass","#000000","0"
"quark:potted_twisting_vines","#000000","0"
"quark:potted_vine","#000000","0"
"quark:potted_weeping_vines","#000000","0"
"quark:potted_wheat","#000000","0"
"quark:potted_yellow_blossom_sapling","#000000","0"
"quark:prismarine_brick_vertical_slab","#5CDBD5","6085589"
"quark:prismarine_chest","#4C7F99","5013401"
"quark:prismarine_trapped_chest","#4C7F99","5013401"
"quark:prismarine_vertical_slab","#4C7F99","5013401"
"quark:purple_framed_glass","#000000","0"
"quark:purple_framed_glass_pane","#000000","0"
"quark:purple_shingles","#7A4958","8014168"
"quark:purple_shingles_slab","#7A4958","8014168"
"quark:purple_shingles_stairs","#7A4958","8014168"
"quark:purple_shingles_vertical_slab","#7A4958","8014168"
"quark:purple_stool","#7F3FB2","8339378"
"quark:purpur_chest","#B24CD8","11685080"
"quark:purpur_trapped_chest","#B24CD8","11685080"
"quark:purpur_vertical_slab","#B24CD8","11685080"
"quark:quartz_vertical_slab","#FFFCF5","16776437"
"quark:raw_copper_bricks","#D87F33","14188339"
"quark:raw_copper_bricks_slab","#D87F33","14188339"
"quark:raw_copper_bricks_stairs","#D87F33","14188339"
"quark:raw_copper_bricks_vertical_slab","#D87F33","14188339"
"quark:raw_gold_bricks","#FAEE4D","16445005"
"quark:raw_gold_bricks_slab","#FAEE4D","16445005"
"quark:raw_gold_bricks_stairs","#FAEE4D","16445005"
"quark:raw_gold_bricks_vertical_slab","#FAEE4D","16445005"
"quark:raw_iron_bricks","#D8AF93","14200723"
"quark:raw_iron_bricks_slab","#D8AF93","14200723"
"quark:raw_iron_bricks_stairs","#D8AF93","14200723"
"quark:raw_iron_bricks_vertical_slab","#D8AF93","14200723"
"quark:red_blossom_hedge","#993333","10040115"
"quark:red_blossom_leaf_carpet","#993333","10040115"
"quark:red_blossom_leaves","#993333","10040115"
"quark:red_blossom_sapling","#007C00","31744"
"quark:red_corundum","#993333","10040115"
"quark:red_corundum_cluster","#993333","10040115"
"quark:red_corundum_pane","#993333","10040115"
"quark:red_crystal_lamp","#993333","10040115"
"quark:red_framed_glass","#000000","0"
"quark:red_framed_glass_pane","#000000","0"
"quark:red_nether_brick_vertical_slab","#700200","7340544"
"quark:red_sandstone_bricks","#D87F33","14188339"
"quark:red_sandstone_bricks_slab","#D87F33","14188339"
"quark:red_sandstone_bricks_stairs","#D87F33","14188339"
"quark:red_sandstone_bricks_vertical_slab","#D87F33","14188339"
"quark:red_sandstone_bricks_wall","#D87F33","14188339"
"quark:red_sandstone_vertical_slab","#D87F33","14188339"
"quark:red_shingles","#8E3C2E","9321518"
"quark:red_shingles_slab","#8E3C2E","9321518"
"quark:red_shingles_stairs","#8E3C2E","9321518"
"quark:red_shingles_vertical_slab","#8E3C2E","9321518"
"quark:red_stool","#993333","10040115"
"quark:redstone_randomizer","#000000","0"
"quark:rope","#664C33","6704179"
"quark:rusty_iron_plate","#A7A7A7","10987431"
"quark:rusty_iron_plate_slab","#A7A7A7","10987431"
"quark:rusty_iron_plate_stairs","#A7A7A7","10987431"
"quark:rusty_iron_plate_vertical_slab","#A7A7A7","10987431"
"quark:sandstone_bricks","#F7E9A3","16247203"
"quark:sandstone_bricks_slab","#F7E9A3","16247203"
"quark:sandstone_bricks_stairs","#F7E9A3","16247203"
"quark:sandstone_bricks_vertical_slab","#F7E9A3","16247203"
"quark:sandstone_bricks_wall","#F7E9A3","16247203"
"quark:sandstone_vertical_slab","#F7E9A3","16247203"
"quark:shale","#A0A0FF","10526975"
"quark:shale_bricks","#A0A0FF","10526975"
"quark:shale_bricks_slab","#A0A0FF","10526975"
"quark:shale_bricks_stairs","#A0A0FF","10526975"
"quark:shale_bricks_vertical_slab","#A0A0FF","10526975"
"quark:shale_bricks_wall","#A0A0FF","10526975"
"quark:shale_pillar","#A0A0FF","10526975"
"quark:shale_slab","#A0A0FF","10526975"
"quark:shale_stairs","#A0A0FF","10526975"
"quark:shale_vertical_slab","#A0A0FF","10526975"
"quark:shale_wall","#A0A0FF","10526975"
"quark:shingles","#D87F33","14188339"
"quark:shingles_slab","#D87F33","14188339"
"quark:shingles_stairs","#D87F33","14188339"
"quark:shingles_vertical_slab","#D87F33","14188339"
"quark:smooth_quartz_vertical_slab","#FFFCF5","16776437"
"quark:smooth_red_sandstone_vertical_slab","#D87F33","14188339"
"quark:smooth_sandstone_vertical_slab","#F7E9A3","16247203"
"quark:smooth_soul_sandstone","#664C33","6704179"
"quark:smooth_soul_sandstone_slab","#664C33","6704179"
"quark:smooth_soul_sandstone_stairs","#664C33","6704179"
"quark:smooth_soul_sandstone_vertical_slab","#664C33","6704179"
"quark:smooth_stone_vertical_slab","#707070","7368816"
"quark:soul_sandstone","#664C33","6704179"
"quark:soul_sandstone_bricks","#F7E9A3","16247203"
"quark:soul_sandstone_bricks_slab","#F7E9A3","16247203"
"quark:soul_sandstone_bricks_stairs","#F7E9A3","16247203"
"quark:soul_sandstone_bricks_vertical_slab","#F7E9A3","16247203"
"quark:soul_sandstone_bricks_wall","#F7E9A3","16247203"
"quark:soul_sandstone_slab","#664C33","6704179"
"quark:soul_sandstone_stairs","#664C33","6704179"
"quark:soul_sandstone_vertical_slab","#664C33","6704179"
"quark:soul_sandstone_wall","#664C33","6704179"
"quark:spruce_bookshelf","#8F7748","9402184"
"quark:spruce_chest","#8F7748","9402184"
"quark:spruce_hedge","#815631","8476209"
"quark:spruce_ladder","#000000","0"
"quark:spruce_leaf_carpet","#007C00","31744"
"quark:spruce_post","#815631","8476209"
"quark:spruce_trapped_chest","#8F7748","9402184"
"quark:spruce_vertical_slab","#815631","8476209"
"quark:stick_block","#8F7748","9402184"
"quark:stone_brick_lamp","#707070","7368816"
"quark:stone_brick_vertical_slab","#707070","7368816"
"quark:stone_lamp","#707070","7368816"
"quark:stone_vertical_slab","#707070","7368816"
"quark:stripped_acacia_post","#D87F33","14188339"
"quark:stripped_ancient_log","#D1B1A1","13742497"
"quark:stripped_ancient_post","#D1B1A1","13742497"
"quark:stripped_ancient_wood","#D1B1A1","13742497"
"quark:stripped_azalea_log","#7FCC19","8375321"
"quark:stripped_azalea_post","#7FCC19","8375321"
"quark:stripped_azalea_wood","#7FCC19","8375321"
"quark:stripped_bamboo_block","#E5E533","15066419"
"quark:stripped_bamboo_post","#E5E533","15066419"
"quark:stripped_birch_post","#F7E9A3","16247203"
"quark:stripped_blossom_log","#993333","10040115"
"quark:stripped_blossom_post","#993333","10040115"
"quark:stripped_blossom_wood","#993333","10040115"
"quark:stripped_crimson_post","#943F61","9715553"
"quark:stripped_dark_oak_post","#664C33","6704179"
"quark:stripped_jungle_post","#976D4D","9923917"
"quark:stripped_mangrove_post","#993333","10040115"
"quark:stripped_oak_post","#8F7748","9402184"
"quark:stripped_spruce_post","#815631","8476209"
"quark:stripped_warped_post","#3A8E8C","3837580"
"quark:sturdy_stone","#707070","7368816"
"quark:sugar_cane_block","#7FCC19","8375321"
"quark:thatch","#E5E533","15066419"
"quark:thatch_slab","#E5E533","15066419"
"quark:thatch_stairs","#E5E533","15066419"
"quark:thatch_vertical_slab","#E5E533","15066419"
"quark:tiny_potato","#C7C7C7","13092807"
"quark:tuff_bricks","#392923","3746083"
"quark:tuff_bricks_slab","#392923","3746083"
"quark:tuff_bricks_stairs","#392923","3746083"
"quark:tuff_bricks_vertical_slab","#392923","3746083"
"quark:tuff_bricks_wall","#392923","3746083"
"quark:tuff_pillar","#392923","3746083"
"quark:tuff_slab","#392923","3746083"
"quark:tuff_stairs","#392923","3746083"
"quark:tuff_vertical_slab","#392923","3746083"
"quark:tuff_wall","#392923","3746083"
"quark:vertical_acacia_planks","#D87F33","14188339"
"quark:vertical_ancient_planks","#D1B1A1","13742497"
"quark:vertical_azalea_planks","#7FCC19","8375321"
"quark:vertical_bamboo_planks","#E5E533","15066419"
"quark:vertical_birch_planks","#F7E9A3","16247203"
"quark:vertical_blossom_planks","#993333","10040115"
"quark:vertical_crimson_planks","#943F61","9715553"
"quark:vertical_dark_oak_planks","#664C33","6704179"
"quark:vertical_jungle_planks","#976D4D","9923917"
"quark:vertical_mangrove_planks","#993333","10040115"
"quark:vertical_oak_planks","#8F7748","9402184"
"quark:vertical_spruce_planks","#815631","8476209"
"quark:vertical_warped_planks","#3A8E8C","3837580"
